_id,CHOPER,CHFLTN,CHOPERD,CHSTOL,CHPTOL,CHAORD,CHLOC1,CHLOC1D,CHLOC1TH,CHLOC1T,CHLOC1CH,CHLOCCT,CHTERM,CHCINT,CHCKZN,CHRMINE,CHRMINH
1065,6H,581,ISRAIR AIRLINES,2024-02-15T21:40:00,2024-02-15T21:40:00,D,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,37-40,B,ON TIME,בזמן
1066,WZ,4311,RED WINGS AIRLINES,2024-02-15T21:50:00,2024-02-15T21:50:00,A,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,,,NOT FINAL,לא סופי
1067,IZ,296,ARKIA  ISRAELI  AIRLINES,2024-02-15T22:15:00,2024-02-15T22:15:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
1068,H7,457,HISKY,2024-02-15T22:30:00,2024-02-15T22:30:00,A,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,,,NOT FINAL,לא סופי
1069,LY,084,EL AL ISRAEL AIRLINES,2024-02-15T22:50:00,2024-02-15T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1070,QF,5019,QANTAS AIRWAYS,2024-02-15T22:50:00,2024-02-15T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1071,TG,4585,THAI AIRWAYS,2024-02-15T22:50:00,2024-02-15T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1072,VN,3295,VIETNAM AIRLINES,2024-02-15T22:50:00,2024-02-15T22:50:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1073,WZ,4312,RED WINGS AIRLINES,2024-02-15T22:55:00,2024-02-15T22:55:00,D,AER,SOCHI,סוצ'י,SOCHI,רוסיה,RUSSIAN FEDERATION,3,53-55,B,ON TIME,בזמן
1074,LY,5134,EL AL ISRAEL AIRLINES,2024-02-15T23:10:00,2024-02-15T23:10:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1075,6H,712,ISRAIR AIRLINES,2024-02-15T23:10:00,2024-02-15T23:10:00,A,VAR,VARNA,וארנה,VARNA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
1076,IZ,282,ARKIA  ISRAELI  AIRLINES,2024-02-15T23:20:00,2024-02-15T23:20:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
1077,LY,328,EL AL ISRAEL AIRLINES,2024-02-15T23:20:00,2024-02-15T23:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1078,RO,155,TAROM - RUMANIAN AIR TRANSPORT,2024-02-15T23:20:00,2024-02-15T23:20:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
1079,SK,3162,SAS,2024-02-15T23:20:00,2024-02-15T23:20:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1080,H7,458,HISKY,2024-02-15T23:30:00,2024-02-15T23:30:00,D,RMO,CHISINAU,קישינב,CHISINAU,מולדוביה,MOLDOVA,3,66-68,C,ON TIME,בזמן
1081,LY,5110,EL AL ISRAEL AIRLINES,2024-02-15T23:50:00,2024-02-15T23:50:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
1082,6H,722,ISRAIR AIRLINES,2024-02-16T00:10:00,2024-02-16T00:10:00,A,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,NOT FINAL,לא סופי
1083,RO,156,TAROM - RUMANIAN AIR TRANSPORT,2024-02-16T00:20:00,2024-02-16T00:20:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,63-65,C,ON TIME,בזמן
1084,LY,544,EL AL ISRAEL AIRLINES,2024-02-16T00:25:00,2024-02-16T00:25:00,A,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,NOT FINAL,לא סופי
1085,LY,356,EL AL ISRAEL AIRLINES,2024-02-16T00:35:00,2024-02-16T00:35:00,A,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1086,LY,572,EL AL ISRAEL AIRLINES,2024-02-16T00:35:00,2024-02-16T00:35:00,A,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,NOT FINAL,לא סופי
1087,AM,7869,AERO MEXICO,2024-02-16T00:45:00,2024-02-16T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1088,AR,7853,AEROLINEAS ARGENTINAS S.A.,2024-02-16T00:45:00,2024-02-16T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1089,B6,6451,JETBLUE AIRWAYS CORPORATION,2024-02-16T00:45:00,2024-02-16T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1090,DL,7424,DELTA AIRLINES,2024-02-16T00:45:00,2024-02-16T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1091,LY,001,EL AL ISRAEL AIRLINES,2024-02-16T00:45:00,2024-02-16T00:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1092,6H,582,ISRAIR AIRLINES,2024-02-16T00:50:00,2024-02-16T00:50:00,A,LCA,LARNACA,לרנקה,LARNACA,קפריסין,CYPRUS,3,,,NOT FINAL,לא סופי
1093,LY,2368,EL AL ISRAEL AIRLINES,2024-02-16T00:55:00,2024-02-16T00:55:00,A,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,NOT FINAL,לא סופי
1094,AR,7851,AEROLINEAS ARGENTINAS S.A.,2024-02-16T01:00:00,2024-02-16T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1095,B6,6467,JETBLUE AIRWAYS CORPORATION,2024-02-16T01:00:00,2024-02-16T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1096,DL,7437,DELTA AIRLINES,2024-02-16T01:00:00,2024-02-16T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1097,LY,017,EL AL ISRAEL AIRLINES,2024-02-16T01:00:00,2024-02-16T01:00:00,D,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1098,ET,404,ETHIOPIAN AIRLINES,2024-02-16T01:05:00,2024-02-16T01:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
1099,LY,344,EL AL ISRAEL AIRLINES,2024-02-16T01:05:00,2024-02-16T01:05:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
1100,LY,8804,EL AL ISRAEL AIRLINES,2024-02-16T01:05:00,2024-02-16T01:05:00,A,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,,,NOT FINAL,לא סופי
1101,SK,3190,SAS,2024-02-16T01:05:00,2024-02-16T01:05:00,A,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,NOT FINAL,לא סופי
1102,LY,003,EL AL ISRAEL AIRLINES,2024-02-16T01:45:00,2024-02-16T01:45:00,D,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,78-99,D,ON TIME,בזמן
1103,ET,405,ETHIOPIAN AIRLINES,2024-02-16T02:05:00,2024-02-16T02:05:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,56-62,C,ON TIME,בזמן
1104,LY,8807,EL AL ISRAEL AIRLINES,2024-02-16T02:05:00,2024-02-16T02:05:00,D,ADD,ADDIS ABABA,אדיס אבבה,ADDIS ABABA,אתיופיה,ETHIOPIA,3,56-62,C,ON TIME,בזמן
1105,LY,352,EL AL ISRAEL AIRLINES,2024-02-16T02:10:00,2024-02-16T02:10:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1106,LY,388,EL AL ISRAEL AIRLINES,2024-02-16T02:10:00,2024-02-16T02:10:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1107,SK,3178,SAS,2024-02-16T02:10:00,2024-02-16T02:10:00,A,MUC,MUNICH,מינכן,MUNICH,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1108,SK,3180,SAS,2024-02-16T02:10:00,2024-02-16T02:10:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1109,TP,8901,AIR PORTUGAL,2024-02-16T02:10:00,2024-02-16T02:10:00,A,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1110,AA,387,AMERICAN AIRLINES,2024-02-16T02:15:00,2024-02-16T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1111,AR,7874,AEROLINEAS ARGENTINAS S.A.,2024-02-16T02:15:00,2024-02-16T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1112,LY,384,EL AL ISRAEL AIRLINES,2024-02-16T02:15:00,2024-02-16T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1113,SK,3166,SAS,2024-02-16T02:15:00,2024-02-16T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1114,TP,8897,AIR PORTUGAL,2024-02-16T02:15:00,2024-02-16T02:15:00,A,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,NOT FINAL,לא סופי
1115,LY,2374,EL AL ISRAEL AIRLINES,2024-02-16T02:20:00,2024-02-16T02:20:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1116,SK,3156,SAS,2024-02-16T02:20:00,2024-02-16T02:20:00,A,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,NOT FINAL,לא סופי
1117,6H,892,ISRAIR AIRLINES,2024-02-16T02:25:00,2024-02-16T02:25:00,A,TBS,TBILISI,טביליסי,TBILISI,גיאורגיה,GEORGIA,3,,,NOT FINAL,לא סופי
1118,LY,2369,EL AL ISRAEL AIRLINES,2024-02-16T02:30:00,2024-02-16T02:30:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,78-99,D,ON TIME,בזמן
1119,LY,376,EL AL ISRAEL AIRLINES,2024-02-16T02:30:00,2024-02-16T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
1120,TP,8913,AIR PORTUGAL,2024-02-16T02:30:00,2024-02-16T02:30:00,A,LIS,LISBON,ליסבון,LISBON,פורטוגל,PORTUGAL,3,,,NOT FINAL,לא סופי
1121,LY,2524,EL AL ISRAEL AIRLINES,2024-02-16T02:45:00,2024-02-16T02:45:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
1122,OS,859,AUSTRIAN AIRLINES,2024-02-16T02:50:00,2024-02-16T02:50:00,A,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,NOT FINAL,לא סופי
1123,AM,7850,AERO MEXICO,2024-02-16T02:55:00,2024-02-16T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1124,LY,336,EL AL ISRAEL AIRLINES,2024-02-16T02:55:00,2024-02-16T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1125,SK,3152,SAS,2024-02-16T02:55:00,2024-02-16T02:55:00,A,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,NOT FINAL,לא סופי
1126,LY,311,EL AL ISRAEL AIRLINES,2024-02-16T03:00:00,2024-02-16T03:00:00,D,LTN,LUTON,לונדון לוטון,LONDON LUTON,בריטניה,UNITED KINGDOM,3,,,ON TIME,בזמן
1127,AA,9262,AMERICAN AIRLINES,2024-02-16T03:10:00,2024-02-16T03:10:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
1128,AM,7867,AERO MEXICO,2024-02-16T03:10:00,2024-02-16T03:10:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
1129,LY,319,EL AL ISRAEL AIRLINES,2024-02-16T03:10:00,2024-02-16T03:10:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
1130,SK,3161,SAS,2024-02-16T03:10:00,2024-02-16T03:10:00,D,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,ON TIME,בזמן
1131,LY,281,EL AL ISRAEL AIRLINES,2024-02-16T03:15:00,2024-02-16T03:15:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
1132,LY,357,EL AL ISRAEL AIRLINES,2024-02-16T03:40:00,2024-02-16T03:40:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
1133,SK,3165,SAS,2024-02-16T03:40:00,2024-02-16T03:40:00,D,FRA,FRANKFURT,פרנקפורט,FRANKFURT,גרמניה,GERMANY,3,,,ON TIME,בזמן
1134,AM,7864,AERO MEXICO,2024-02-16T03:50:00,2024-02-16T03:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
1135,LY,337,EL AL ISRAEL AIRLINES,2024-02-16T03:50:00,2024-02-16T03:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
1136,NH,5620,ALL NIPPON AIRWAYS,2024-02-16T03:50:00,2024-02-16T03:50:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
1137,OS,860,AUSTRIAN AIRLINES,2024-02-16T03:50:00,2024-02-16T03:50:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
1138,SK,3155,SAS,2024-02-16T03:50:00,2024-02-16T03:50:00,D,AMS,AMSTERDAM,אמסטרדם,AMSTERDAM,הולנד,NETHERLANDS,3,,,ON TIME,בזמן
1139,AM,7854,AERO MEXICO,2024-02-16T03:55:00,2024-02-16T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1140,LY,326,EL AL ISRAEL AIRLINES,2024-02-16T03:55:00,2024-02-16T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1141,SK,3158,SAS,2024-02-16T03:55:00,2024-02-16T03:55:00,A,CDG,PARIS-CHARLES DE GAULLE,פריס,PARIS,צרפת,FRANCE,3,,,NOT FINAL,לא סופי
1142,IB,2391,IBERIA,2024-02-16T04:15:00,2024-02-16T04:15:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
1143,LY,392,EL AL ISRAEL AIRLINES,2024-02-16T04:15:00,2024-02-16T04:15:00,A,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
1144,LY,345,EL AL ISRAEL AIRLINES,2024-02-16T04:20:00,2024-02-16T04:20:00,D,GVA,GENEVA,ז'נבה,GENEVA,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
1145,AM,7878,AERO MEXICO,2024-02-16T04:25:00,2024-02-16T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
1146,AR,7870,AEROLINEAS ARGENTINAS S.A.,2024-02-16T04:25:00,2024-02-16T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
1147,IB,2397,IBERIA,2024-02-16T04:25:00,2024-02-16T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
1148,LY,398,EL AL ISRAEL AIRLINES,2024-02-16T04:25:00,2024-02-16T04:25:00,A,MAD,MADRID,מדריד,MADRID,ספרד,SPAIN,3,,,NOT FINAL,לא סופי
1149,QS,1286,SMARTWINGS,2024-02-16T04:35:00,2024-02-16T04:35:00,A,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,NOT FINAL,לא סופי
1150,LY,347,EL AL ISRAEL AIRLINES,2024-02-16T04:45:00,2024-02-16T04:45:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
1151,SK,3189,SAS,2024-02-16T04:45:00,2024-02-16T04:45:00,D,ZRH,ZURICH,ציריך,ZURICH,שוויץ,SWITZERLAND,3,,,ON TIME,בזמן
1152,LY,2371,EL AL ISRAEL AIRLINES,2024-02-16T04:55:00,2024-02-16T04:55:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
1153,SK,3157,SAS,2024-02-16T04:55:00,2024-02-16T04:55:00,D,BER,BERLIN BRANDENBURG INTL,ברלין,BERLIN,גרמניה,GERMANY,3,,,ON TIME,בזמן
1154,AA,9267,AMERICAN AIRLINES,2024-02-16T05:05:00,2024-02-16T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1155,AM,7876,AERO MEXICO,2024-02-16T05:05:00,2024-02-16T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1156,LY,318,EL AL ISRAEL AIRLINES,2024-02-16T05:05:00,2024-02-16T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1157,SK,3174,SAS,2024-02-16T05:05:00,2024-02-16T05:05:00,A,LHR,LONDON - HEATHROW,לונדון,LONDON,בריטניה,UNITED KINGDOM,3,,,NOT FINAL,לא סופי
1158,LY,2365,EL AL ISRAEL AIRLINES,2024-02-16T05:15:00,2024-02-16T05:15:00,D,BUD,BUDAPEST,בודפשט,BUDAPEST,הונגריה,HUNGARY,3,,,ON TIME,בזמן
1159,LY,381,EL AL ISRAEL AIRLINES,2024-02-16T05:15:00,2024-02-16T05:15:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
1160,SK,3185,SAS,2024-02-16T05:15:00,2024-02-16T05:15:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
1161,TP,8910,AIR PORTUGAL,2024-02-16T05:15:00,2024-02-16T05:15:00,D,MXP,MILAN-MALPENSA,מילאנו,MILAN,איטליה,ITALY,3,,,ON TIME,בזמן
1162,LY,361,EL AL ISRAEL AIRLINES,2024-02-16T05:30:00,2024-02-16T05:30:00,D,VIE,VIENNA,וינה,VIENNA,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
1163,QS,1287,SMARTWINGS,2024-02-16T05:35:00,2024-02-16T05:35:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
1164,LY,2521,EL AL ISRAEL AIRLINES,2024-02-16T05:45:00,2024-02-16T05:45:00,D,PRG,PRAGUE-RUZYNE,פראג,PRAGUE,צ'כיה,CZECH REPUBLIC,3,,,ON TIME,בזמן
1165,LY,5101,EL AL ISRAEL AIRLINES,2024-02-16T06:00:00,2024-02-16T06:00:00,D,WAW,WARSAW,ורשה,WARSAW,פולין,POLAND,3,,,ON TIME,בזמן
1166,LY,5119,EL AL ISRAEL AIRLINES,2024-02-16T06:00:00,2024-02-16T06:00:00,D,KRK,KRAKOW,קרקוב,KRAKOW,פולין,POLAND,3,,,ON TIME,בזמן
1167,6H,291,ISRAIR AIRLINES,2024-02-16T06:00:00,2024-02-16T06:00:00,D,INN,INNSBRUCK,אינסברוק,INNSBRUCK,אוסטריה,AUSTRIA,3,,,ON TIME,בזמן
1168,6H,885,ISRAIR AIRLINES,2024-02-16T06:00:00,2024-02-16T06:00:00,D,BUS,BATUMI,בטומי,BATUMI,גיאורגיה,GEORGIA,3,,,ON TIME,בזמן
1169,AR,7877,AEROLINEAS ARGENTINAS S.A.,2024-02-16T06:10:00,2024-02-16T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
1170,LY,385,EL AL ISRAEL AIRLINES,2024-02-16T06:10:00,2024-02-16T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
1171,SK,3167,SAS,2024-02-16T06:10:00,2024-02-16T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
1172,TP,8898,AIR PORTUGAL,2024-02-16T06:10:00,2024-02-16T06:10:00,D,FCO,ROME - FIUMICINO,רומא,ROME,איטליה,ITALY,3,,,ON TIME,בזמן
1173,LY,082,EL AL ISRAEL AIRLINES,2024-02-16T06:15:00,2024-02-16T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1174,QF,5021,QANTAS AIRWAYS,2024-02-16T06:15:00,2024-02-16T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1175,TG,5483,THAI AIRWAYS,2024-02-16T06:15:00,2024-02-16T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1176,VN,3299,VIETNAM AIRLINES,2024-02-16T06:15:00,2024-02-16T06:15:00,A,BKK,BANGKOK INTL.-SUVARNABHUMI,בנגקוק,BANGKOK,תאילנד,THAILAND,3,,,NOT FINAL,לא סופי
1177,LY,052,EL AL ISRAEL AIRLINES,2024-02-16T06:25:00,2024-02-16T06:25:00,A,JNB,JOHANNESBURG,יוהנסבורג,JOHANNESBURG,דרום אפריקה,SOUTH AFRICA,3,,,NOT FINAL,לא סופי
1178,QF,5023,QANTAS AIRWAYS,2024-02-16T06:25:00,2024-02-16T06:25:00,A,JNB,JOHANNESBURG,יוהנסבורג,JOHANNESBURG,דרום אפריקה,SOUTH AFRICA,3,,,NOT FINAL,לא סופי
1179,IB,2392,IBERIA,2024-02-16T06:30:00,2024-02-16T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
1180,LY,393,EL AL ISRAEL AIRLINES,2024-02-16T06:30:00,2024-02-16T06:30:00,D,BCN,BARCELONA,ברצלונה,BARCELONA,ספרד,SPAIN,3,,,ON TIME,בזמן
1181,B6,6484,JETBLUE AIRWAYS CORPORATION,2024-02-16T06:35:00,2024-02-16T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
1182,DL,7444,DELTA AIRLINES,2024-02-16T06:35:00,2024-02-16T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
1183,LY,028,EL AL ISRAEL AIRLINES,2024-02-16T06:35:00,2024-02-16T06:35:00,A,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
1184,LY,010,EL AL ISRAEL AIRLINES,2024-02-16T06:50:00,2024-02-16T06:50:00,A,JFK,NEW YORK - J.F.KENNEDY,ניו יורק,NEW YORK,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
1185,LY,573,EL AL ISRAEL AIRLINES,2024-02-16T07:00:00,2024-02-16T07:00:00,D,OTP,BUCHAREST - OTOPENI,בוקרשט,BUCHAREST,רומניה,ROMANIA,3,,,ON TIME,בזמן
1186,6H,561,ISRAIR AIRLINES,2024-02-16T07:00:00,2024-02-16T07:00:00,D,ATH,ATHENS,אתונה,ATHENS,יוון,GREECE,3,,,ON TIME,בזמן
1187,LY,027,EL AL ISRAEL AIRLINES,2024-02-16T07:05:00,2024-02-16T07:05:00,D,EWR,NEW YORK - NEWARK,ניוארק,NEWARK,ארצות הברית,UNITED STATES,3,,,ON TIME,בזמן
1188,LY,557,EL AL ISRAEL AIRLINES,2024-02-16T07:30:00,2024-02-16T07:30:00,D,SOF,SOFIA,סופיה,SOFIA,בולגריה,BULGARIA,3,,,ON TIME,בזמן
1189,AR,7850,AEROLINEAS ARGENTINAS S.A.,2024-02-16T07:45:00,2024-02-16T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
1190,B6,6468,JETBLUE AIRWAYS CORPORATION,2024-02-16T07:45:00,2024-02-16T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
1191,DL,7438,DELTA AIRLINES,2024-02-16T07:45:00,2024-02-16T07:45:00,A,MIA,MIAMI INTERNATIONAL,מיאמי,MIAMI,ארצות הברית,UNITED STATES,3,,,NOT FINAL,לא סופי
